,base,clouds,cod,coord,dt,id,main,message,name,rain,sys,visibility,weather,wind
89,stations,{'all': 90},200,"{'lon': -73.58, 'lat': 40.66}",1512865020.0,5117949.0,"{'temp': 31.69, 'pressure': 1006, 'humidity': 100, 'temp_min': 30.2, 'temp_max': 33.8}",,Freeport,,"{'type': 1, 'id': 2100, 'message': 0.1704, 'country': 'US', 'sunrise': 1512907646, 'sunset': 1512941223}",2816.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]","{'speed': 9.17, 'deg': 360}"
90,stations,{'all': 90},200,"{'lon': -114.35, 'lat': 62.46}",1512864660.0,6185377.0,"{'temp': 10.4, 'pressure': 1012, 'humidity': 92, 'temp_min': 10.4, 'temp_max': 10.4}",,Yellowknife,,"{'type': 1, 'id': 3558, 'message': 0.1653, 'country': 'CA', 'sunrise': 1512924895, 'sunset': 1512943542}",24140.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]","{'speed': 5.82, 'deg': 350}"
91,stations,{'all': 0},200,"{'lon': 19.23, 'lat': -34.42}",1512866662.0,3366880.0,"{'temp': 58.6, 'pressure': 993.27, 'humidity': 69, 'temp_min': 58.6, 'temp_max': 58.6, 'sea_level': 1033.07, 'grnd_level': 993.27}",,Hermanus,,"{'message': 0.1639, 'country': 'ZA', 'sunrise': 1512876232, 'sunset': 1512928094}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 10.96, 'deg': 94.0023}"
92,stations,{'all': 44},200,"{'lon': 172.79, 'lat': 3.07}",1512866715.0,2110227.0,"{'temp': 80.83, 'pressure': 1022.29, 'humidity': 100, 'temp_min': 80.83, 'temp_max': 80.83, 'sea_level': 1022.41, 'grnd_level': 1022.29}",,Butaritari,{'3h': 3.74},"{'message': 0.1639, 'country': 'KI', 'sunrise': 1512843779, 'sunset': 1512886803}",,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]","{'speed': 10.18, 'deg': 105.002}"
93,stations,{'all': 80},200,"{'lon': -35.22, 'lat': -9.01}",1512866772.0,3395458.0,"{'temp': 79.52, 'pressure': 1016.13, 'humidity': 81, 'temp_min': 79.52, 'temp_max': 79.52, 'sea_level': 1024.68, 'grnd_level': 1016.13}",,Maragogi,,"{'message': 0.1667, 'country': 'BR', 'sunrise': 1512892479, 'sunset': 1512937983}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 15.1, 'deg': 33.0023}"
94,stations,{'all': 0},200,"{'lon': -53.37, 'lat': -33.52}",1512866773.0,3449747.0,"{'temp': 69.13, 'pressure': 1018.48, 'humidity': 75, 'temp_min': 69.13, 'temp_max': 69.13, 'sea_level': 1020.02, 'grnd_level': 1018.48}",,Santa Vitoria do Palmar,,"{'message': 0.1655, 'country': 'BR', 'sunrise': 1512893800, 'sunset': 1512945384}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 11.86, 'deg': 175.002}"
95,stations,{'all': 0},200,"{'lon': 142.77, 'lat': -37.05}",1512866774.0,2148431.0,"{'temp': 64.4, 'pressure': 1001.29, 'humidity': 81, 'temp_min': 64.4, 'temp_max': 64.4, 'sea_level': 1037.81, 'grnd_level': 1001.29}",,Stawell,,"{'message': 0.0035, 'country': 'AU', 'sunrise': 1512846142, 'sunset': 1512898867}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.47, 'deg': 226.002}"
96,,,404,,,,,city not found,,,,,,
97,stations,{'all': 76},200,"{'lon': -64.62, 'lat': 18.42}",1512866776.0,3577430.0,"{'temp': 80.92, 'pressure': 1029.26, 'humidity': 98, 'temp_min': 80.92, 'temp_max': 80.92, 'sea_level': 1029.75, 'grnd_level': 1029.26}",,Road Town,,"{'message': 0.165, 'country': 'VG', 'sunrise': 1512902396, 'sunset': 1512942176}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 17.56, 'deg': 86.0023}"
98,stations,{'all': 0},200,"{'lon': 115.33, 'lat': -33.65}",1512866778.0,2075265.0,"{'temp': 73.67, 'pressure': 1025.61, 'humidity': 82, 'temp_min': 73.67, 'temp_max': 73.67, 'sea_level': 1026.71, 'grnd_level': 1025.61}",,Busselton,,"{'message': 0.1676, 'country': 'AU', 'sunrise': 1512853287, 'sunset': 1512904896}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 3.47, 'deg': 126.002}"
99,stations,{'all': 1},200,"{'lon': -109.55, 'lat': 31.34}",1512863760.0,5293083.0,"{'temp': 59, 'pressure': 1026, 'humidity': 12, 'temp_min': 59, 'temp_max': 59}",,Douglas,,"{'type': 1, 'id': 300, 'message': 0.1663, 'country': 'US', 'sunrise': 1512914794, 'sunset': 1512951349}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 17.22, 'deg': 90, 'gust': 11.8}"
100,stations,{'all': 68},200,"{'lon': 105.32, 'lat': 50.61}",1512866781.0,2017979.0,"{'temp': 1.54, 'pressure': 936.69, 'humidity': 65, 'temp_min': 1.54, 'temp_max': 1.54, 'sea_level': 1048.96, 'grnd_level': 936.69}",,Petropavlovka,,"{'message': 0.1666, 'country': 'RU', 'sunrise': 1512866923, 'sunset': 1512896044}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 1.01, 'deg': 43.5023}"
101,,,404,,,,,city not found,,,,,,
102,stations,{'all': 0},200,"{'lon': 115.33, 'lat': -33.65}",1512866778.0,2075265.0,"{'temp': 73.67, 'pressure': 1025.61, 'humidity': 82, 'temp_min': 73.67, 'temp_max': 73.67, 'sea_level': 1026.71, 'grnd_level': 1025.61}",,Busselton,,"{'message': 0.1676, 'country': 'AU', 'sunrise': 1512853287, 'sunset': 1512904896}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 3.47, 'deg': 126.002}"
103,stations,{'all': 32},200,"{'lon': 114.08, 'lat': 71.92}",1512866739.0,2017155.0,"{'temp': -18.58, 'pressure': 1044.09, 'humidity': 55, 'temp_min': -18.58, 'temp_max': -18.58, 'sea_level': 1057.51, 'grnd_level': 1044.09}",,Saskylakh,,"{'message': 0.1661, 'country': 'RU', 'sunrise': 0, 'sunset': 0}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 3.13, 'deg': 49.0023}"
104,stations,{'all': 0},200,"{'lon': 19.23, 'lat': -34.42}",1512866662.0,3366880.0,"{'temp': 58.6, 'pressure': 993.27, 'humidity': 69, 'temp_min': 58.6, 'temp_max': 58.6, 'sea_level': 1033.07, 'grnd_level': 993.27}",,Hermanus,,"{'message': 0.1639, 'country': 'ZA', 'sunrise': 1512876232, 'sunset': 1512928094}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 10.96, 'deg': 94.0023}"
105,,,404,,,,,city not found,,,,,,
106,stations,{'all': 0},200,"{'lon': -134.97, 'lat': -23.12}",1512866669.0,4030556.0,"{'temp': 78.49, 'pressure': 1028.29, 'humidity': 100, 'temp_min': 78.49, 'temp_max': 78.49, 'sea_level': 1028.33, 'grnd_level': 1028.29}",,Rikitea,,"{'message': 0.1649, 'country': 'PF', 'sunrise': 1512914828, 'sunset': 1512963532}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.13, 'deg': 58.0023}"
107,,,404,,,,,city not found,,,,,,
108,stations,{'all': 75},200,"{'lon': -155.09, 'lat': 19.73}",1512863760.0,5855927.0,"{'temp': 67.05, 'pressure': 1014, 'humidity': 57, 'temp_min': 59, 'temp_max': 77}",,Hilo,,"{'type': 1, 'id': 818, 'message': 0.1666, 'country': 'US', 'sunrise': 1512924266, 'sunset': 1512963745}",16093.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 8.05, 'deg': 50}"
109,stations,{'all': 1},200,"{'lon': -156.79, 'lat': 71.29}",1512863580.0,5880054.0,"{'temp': -0.41, 'pressure': 1022, 'humidity': 84, 'temp_min': -0.41, 'temp_max': -0.41}",,Barrow,,"{'type': 1, 'id': 26, 'message': 0.1757, 'country': 'US', 'sunrise': 0, 'sunset': 0}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 13.87, 'deg': 50}"
110,stations,{'all': 1},200,"{'lon': -115.76, 'lat': 40.83}",1512863760.0,5703670.0,"{'temp': 37.4, 'pressure': 1034, 'humidity': 51, 'temp_min': 37.4, 'temp_max': 37.4}",,Elko,,"{'type': 1, 'id': 2053, 'message': 0.165, 'country': 'US', 'sunrise': 1512917807, 'sunset': 1512951315}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 3.36, 'deg': 240}"
111,stations,{'all': 44},200,"{'lon': 168.33, 'lat': -46.6}",1512866680.0,2206939.0,"{'temp': 57.07, 'pressure': 1021.64, 'humidity': 100, 'temp_min': 57.07, 'temp_max': 57.07, 'sea_level': 1022.77, 'grnd_level': 1021.64}",,Bluff,,"{'message': 0.0035, 'country': 'NZ', 'sunrise': 1512838037, 'sunset': 1512894707}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 24.72, 'deg': 274.502}"
112,stations,{'all': 44},200,"{'lon': 168.33, 'lat': -46.6}",1512866680.0,2206939.0,"{'temp': 57.07, 'pressure': 1021.64, 'humidity': 100, 'temp_min': 57.07, 'temp_max': 57.07, 'sea_level': 1022.77, 'grnd_level': 1021.64}",,Bluff,,"{'message': 0.0035, 'country': 'NZ', 'sunrise': 1512838037, 'sunset': 1512894707}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 24.72, 'deg': 274.502}"
113,stations,{'all': 40},200,"{'lon': -68.3, 'lat': -54.8}",1512864000.0,3833367.0,"{'temp': 42.8, 'pressure': 995, 'humidity': 81, 'temp_min': 42.8, 'temp_max': 42.8}",,Ushuaia,,"{'type': 1, 'id': 4754, 'message': 0.1658, 'country': 'AR', 'sunrise': 1512892238, 'sunset': 1512954135}",10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}]","{'speed': 26.4, 'deg': 250, 'gust': 17}"
114,stations,{'all': 90},200,"{'lon': -114.35, 'lat': 62.46}",1512864660.0,6185377.0,"{'temp': 10.4, 'pressure': 1012, 'humidity': 92, 'temp_min': 10.4, 'temp_max': 10.4}",,Yellowknife,,"{'type': 1, 'id': 3558, 'message': 0.1653, 'country': 'CA', 'sunrise': 1512924895, 'sunset': 1512943542}",24140.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]","{'speed': 5.82, 'deg': 350}"
115,stations,{'all': 44},200,"{'lon': 166.44, 'lat': 68.05}",1512866798.0,2126682.0,"{'temp': -11.7, 'pressure': 986.06, 'humidity': 73, 'temp_min': -11.7, 'temp_max': -11.7, 'sea_level': 1045.07, 'grnd_level': 986.06}",,Bilibino,,"{'message': 0.1665, 'country': 'RU', 'sunrise': 0, 'sunset': 0}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 2.35, 'deg': 89.0023}"
116,,,404,,,,,city not found,,,,,,
117,stations,{'all': 0},200,"{'lon': 66.04, 'lat': 37.42}",1512866800.0,1129516.0,"{'temp': 27.68, 'pressure': 1010.94, 'humidity': 85, 'temp_min': 27.68, 'temp_max': 27.68, 'sea_level': 1045.47, 'grnd_level': 1010.94}",,Qarqin,,"{'message': 0.1678, 'country': 'AF', 'sunrise': 1512873555, 'sunset': 1512908276}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 2.68, 'deg': 260.502}"
118,stations,{'all': 1},200,"{'lon': -121.92, 'lat': 36.62}",1512866100.0,5380437.0,"{'temp': 71.74, 'pressure': 1024, 'humidity': 29, 'temp_min': 62.6, 'temp_max': 75.2}",,Pacific Grove,,"{'type': 1, 'id': 399, 'message': 0.1653, 'country': 'US', 'sunrise': 1512918559, 'sunset': 1512953521}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 12.75, 'deg': 360}"
119,stations,{'all': 48},200,"{'lon': 12.15, 'lat': -15.2}",1512866803.0,3347019.0,"{'temp': 72.01, 'pressure': 1020.26, 'humidity': 100, 'temp_min': 72.01, 'temp_max': 72.01, 'sea_level': 1024.11, 'grnd_level': 1020.26}",,Namibe,,"{'message': 0.1641, 'country': 'AO', 'sunrise': 1512880440, 'sunset': 1512927278}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 1.34, 'deg': 280.002}"
120,,,404,,,,,city not found,,,,,,
121,stations,{'all': 75},200,"{'lon': 55.45, 'lat': -4.62}",1512864000.0,241131.0,"{'temp': 77, 'pressure': 1009, 'humidity': 88, 'temp_min': 77, 'temp_max': 77}",,Victoria,,"{'type': 1, 'id': 6865, 'message': 0.1642, 'country': 'SC', 'sunrise': 1512871167, 'sunset': 1512915758}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 2.24, 'deg': 200}"
122,stations,{'all': 48},200,"{'lon': 139.9, 'lat': 69.3}",1512866806.0,2028164.0,"{'temp': -20.2, 'pressure': 979.08, 'humidity': 84, 'temp_min': -20.2, 'temp_max': -20.2, 'sea_level': 1055.48, 'grnd_level': 979.08}",,Deputatskiy,,"{'message': 0.0039, 'country': 'RU', 'sunrise': 0, 'sunset': 0}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 2.91, 'deg': 343.502}"
123,stations,{'all': 0},200,"{'lon': -54.33, 'lat': -34.48}",1512866807.0,3440777.0,"{'temp': 66.07, 'pressure': 1003.4, 'humidity': 52, 'temp_min': 66.07, 'temp_max': 66.07, 'sea_level': 1020.18, 'grnd_level': 1003.4}",,Rocha,,"{'message': 0.1694, 'country': 'UY', 'sunrise': 1512893878, 'sunset': 1512945767}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 5.93, 'deg': 174.002}"
124,stations,{'all': 40},200,"{'lon': -68.3, 'lat': -54.8}",1512864000.0,3833367.0,"{'temp': 42.8, 'pressure': 995, 'humidity': 81, 'temp_min': 42.8, 'temp_max': 42.8}",,Ushuaia,,"{'type': 1, 'id': 4754, 'message': 0.1658, 'country': 'AR', 'sunrise': 1512892238, 'sunset': 1512954135}",10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}]","{'speed': 26.4, 'deg': 250, 'gust': 17}"
125,stations,{'all': 64},200,"{'lon': 179.32, 'lat': 63.05}",1512866810.0,2126710.0,"{'temp': 23.95, 'pressure': 1027.88, 'humidity': 97, 'temp_min': 23.95, 'temp_max': 23.95, 'sea_level': 1036.15, 'grnd_level': 1027.88}",,Beringovskiy,,"{'message': 0.1678, 'country': 'RU', 'sunrise': 1512854778, 'sunset': 1512872653}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 15.1, 'deg': 28.5023}"
126,stations,{'all': 40},200,"{'lon': -68.3, 'lat': -54.8}",1512864000.0,3833367.0,"{'temp': 42.8, 'pressure': 995, 'humidity': 81, 'temp_min': 42.8, 'temp_max': 42.8}",,Ushuaia,,"{'type': 1, 'id': 4754, 'message': 0.1658, 'country': 'AR', 'sunrise': 1512892238, 'sunset': 1512954135}",10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}]","{'speed': 26.4, 'deg': 250, 'gust': 17}"
127,stations,{'all': 20},200,"{'lon': 147.06, 'lat': -42.78}",1512864000.0,2155415.0,"{'temp': 73.4, 'pressure': 1014, 'humidity': 35, 'temp_min': 73.4, 'temp_max': 73.4}",,New Norfolk,,"{'type': 1, 'id': 8195, 'message': 0.1636, 'country': 'AU', 'sunrise': 1512844019, 'sunset': 1512898934}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 19.46, 'deg': 310}"
128,stations,{'all': 80},200,"{'lon': 9.26, 'lat': -1.57}",1512866813.0,2396853.0,"{'temp': 79.93, 'pressure': 1024.07, 'humidity': 100, 'temp_min': 79.93, 'temp_max': 79.93, 'sea_level': 1024.15, 'grnd_level': 1024.07}",,Omboue,,"{'message': 0.1699, 'country': 'GA', 'sunrise': 1512882567, 'sunset': 1512926535}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 8.16, 'deg': 230.502}"
